ID_SITIO;LOCALIDAD;PROVINCIA;POBLACION;PLAN;Latitud;Longitud
358;BANANAL;JUJUY;689;LOCALIDAD CONECTADA;-23,56561111000;-64,50236111000
369;BARCENA;JUJUY;139;LOCALIDAD CONECTADA;-23,98247500000;-65,45291100000
448;BARRIO LA UNION;JUJUY;700;LOCALIDAD CONECTADA;-24,40512778000;-65,06995000000
504;BARRIOS;JUJUY;187;LOCALIDAD CONECTADA;-22,24627796000;-65,52787171000
586;CAIMANCITO;JUJUY;5336;LOCALIDAD CONECTADA;-23,74033300000;-64,60233300000
594;CALILEGUA;JUJUY;5997;LOCALIDAD CONECTADA;-23,77252778000;-64,77600000000
624;CANGREJILLOS;JUJUY;181;LOCALIDAD CONECTADA;-22,42572222000;-65,58213889000
704;CASIRA;JUJUY;176;LOCALIDAD CONECTADA;-21,97830556000;-65,89527222000
756;CHALICAN;JUJUY;1062;LOCALIDAD CONECTADA;-24,06906667000;-64,80698889000
815;CIENAGA DE PAICONE;JUJUY;0;LOCALIDAD CONECTADA;-22,17846474000;-66,41340328000
816;CIENEGUILLAS;JUJUY;286;LOCALIDAD CONECTADA;-22,10080000000;-65,86648333000
919;COLONIA SAN JOSE;JUJUY;274;LOCALIDAD CONECTADA;-23,39366670000;-65,34550800000
976;CORANZULI;JUJUY;333;LOCALIDAD CONECTADA;-23,01628234000;-66,36539812000
1028;COYAGUAIMA;JUJUY;83;LOCALIDAD CONECTADA;-22,77222222000;-66,44111111000
1054;CUSI CUSI;JUJUY;243;LOCALIDAD CONECTADA;-22,34100899000;-66,49245265000
1095;DON EMILIO;JUJUY;446;LOCALIDAD CONECTADA;-24,31513889000;-64,90741111000
1111;EL ACHERAL;JUJUY;246;LOCALIDAD CONECTADA;-24,40341400000;-64,79836200000
1217;EL PUESTO;JUJUY;1166;LOCALIDAD CONECTADA;-24,19847519000;-64,78960429000
1248;EL TALAR;JUJUY;2901;LOCALIDAD CONECTADA;-23,55797200000;-64,36116700000
1390;FRAILE PINTADO;JUJUY;13300;LOCALIDAD CONECTADA;-23,94307222000;-64,80038889000
1543;GUERRERO;JUJUY;518;LOCALIDAD CONECTADA;-24,18575000000;-65,44994400000
1573;HIPOLITO YRIGOYEN;JUJUY;456;LOCALIDAD CONECTADA;-22,97903611000;-65,35296944000
1579;HUACALERA;JUJUY;712;LOCALIDAD CONECTADA;-23,43377778000;-65,35138889000
1582;HUANCAR;JUJUY;133;LOCALIDAD CONECTADA;-23,56337500000;-66,41061111000
1594;HUMAHUACA;JUJUY;10256;LOCALIDAD CONECTADA;-23,20077222000;-65,35190833000
1696;JUELLA;JUJUY;200;LOCALIDAD CONECTADA;-23,51388900000;-65,41122200000
1771;LA ESPERANZA;JUJUY;2164;LOCALIDAD CONECTADA;-24,22745800000;-64,84108100000
1789;LA INTERMEDIA;JUJUY;178;LOCALIDAD CONECTADA;-22,42394444000;-65,70186111000
1809;LA MENDIETA;JUJUY;3635;LOCALIDAD CONECTADA;-24,31330786000;-64,96585425000
1843;LA QUIACA;JUJUY;16874;LOCALIDAD CONECTADA;-22,10578611000;-65,59119167000
2019;LEON;JUJUY;630;LOCALIDAD CONECTADA;-24,03205000000;-65,43298300000
2025;LIBERTADOR GENERAL SAN MARTIN;JUJUY;46642;LOCALIDAD CONECTADA;-23,81651944000;-64,79873889000
2031;LIVIARA;JUJUY;46;LOCALIDAD CONECTADA;-22,51994011000;-66,33756891000
2144;LOZANO;JUJUY;1388;LOCALIDAD CONECTADA;-24,09147206000;-65,40430230000
2175;MAIMARA;JUJUY;3353;LOCALIDAD CONECTADA;-23,63500000000;-65,41388900000
2282;MIRAFLORES;JUJUY;183;LOCALIDAD CONECTADA;-24,22513889000;-64,82227778000
2288;MISARRUMI;JUJUY;36;LOCALIDAD CONECTADA;-22,25944444000;-66,36722222000
2383;NUEVO PIRQUITAS;JUJUY;672;LOCALIDAD CONECTADA;-22,68759167000;-66,45585278000
2415;ORATORIO;JUJUY;96;LOCALIDAD CONECTADA;-22,09944444000;-66,13144444000
2421;OROSMAYO;JUJUY;82;LOCALIDAD CONECTADA;-22,55599471000;-66,35617537000
2429;PAICONE;JUJUY;64;LOCALIDAD CONECTADA;-22,21833333000;-66,42425000000
2443;PALOS BLANCOS;JUJUY;81;LOCALIDAD CONECTADA;-24,32739444000;-64,94674722000
2444;PALPALA;JUJUY;50183;LOCALIDAD CONECTADA;-24,25867778000;-65,21231667000
2476;PARAPETI;JUJUY;874;LOCALIDAD CONECTADA;-24,23760300000;-64,84657200000
2498;PASTOS CHICOS;JUJUY;104;LOCALIDAD CONECTADA;-23,76453333000;-66,43937222000
2522;PERICO;JUJUY;44750;LOCALIDAD CONECTADA;-24,37549722000;-65,11528333000
2654;PUENTE LAVAYEN;JUJUY;213;LOCALIDAD CONECTADA;-24,27331100000;-64,70615800000
2691;PUESTO SEY;JUJUY;94;LOCALIDAD CONECTADA;-23,94695556000;-66,48796111000
2694;PUMAHUASI;JUJUY;233;LOCALIDAD CONECTADA;-22,28788889000;-65,68019444000
2705;PURMAMARCA;JUJUY;891;LOCALIDAD CONECTADA;-23,74052778000;-65,50566667000
4043;PURMAMARCA;JUJUY;0;LOCALIDAD CONECTADA;-23,74804700000;-65,47003100000
2812;RODEITO;JUJUY;1879;LOCALIDAD CONECTADA;-24,27088333000;-64,76883611000
2828;ROSARIO DE RIO GRANDE;JUJUY;621;LOCALIDAD CONECTADA;-24,30761111000;-64,93117778000
2882;SAN ANTONIO;JUJUY;325;LOCALIDAD CONECTADA;-24,21810000000;-64,80610000000
2976;SAN JUAN DE OROS;JUJUY;27;LOCALIDAD CONECTADA;-22,22538333000;-66,24793333000
2983;SAN LUCAS;JUJUY;326;LOCALIDAD CONECTADA;-24,26747222000;-64,86437222000
4041;SAN PEDRO;JUJUY;0;LOCALIDAD CONECTADA;-24,26083300000;-64,90000000000
3022;SAN PEDRO DE JUJUY;JUJUY;62088;LOCALIDAD CONECTADA;-24,23869444000;-64,86322222000
3033;SAN SALVADOR DE JUJUY;JUJUY;257970;LOCALIDAD CONECTADA;-24,17875833000;-65,32754167000
3053;SANTA CATALINA;JUJUY;305;LOCALIDAD CONECTADA;-21,94499444000;-66,05135278000
3140;SAUZAL;JUJUY;416;LOCALIDAD CONECTADA;-24,29767500000;-64,95749167000
3195;SUSQUES;JUJUY;1611;LOCALIDAD CONECTADA;-23,39781667000;-66,36625278000
3243;TILCARA;JUJUY;4691;LOCALIDAD CONECTADA;-23,57438056000;-65,39497778000
3286;TRES CRUCES;JUJUY;376;LOCALIDAD CONECTADA;-22,91941667000;-65,58652778000
3301;TUMBAYA;JUJUY;428;LOCALIDAD CONECTADA;-23,85431111000;-65,46634167000
3314;UQUIA;JUJUY;508;LOCALIDAD CONECTADA;-23,30180652000;-65,35756183000
3601;VIÑALITO;JUJUY;795;LOCALIDAD CONECTADA;-23,66794444000;-64,41530556000
3607;VOLCAN;JUJUY;1121;LOCALIDAD CONECTADA;-23,91780556000;-65,46397222000
3621;YALA;JUJUY;1953;LOCALIDAD CONECTADA;-24,11861100000;-65,40166700000
3628;YAVI;JUJUY;378;LOCALIDAD CONECTADA;-22,13191667000;-65,45983333000
3629;YAVI CHICO;JUJUY;33;LOCALIDAD CONECTADA;-22,09991667000;-65,45866667000
3634;YUTO;JUJUY;6301;LOCALIDAD CONECTADA;-23,64161111000;-64,47055000000
86;25 DE MAYO;LA PAMPA;7878;LOCALIDAD CONECTADA;-37,77376111000;-67,72372222000
170;ALGARROBO DEL AGUILA;LA PAMPA;329;LOCALIDAD CONECTADA;-36,39905000000;-67,14587778000
233;ANGUIL;LA PAMPA;1705;LOCALIDAD CONECTADA;-36,52630600000;-64,01250000000
316;ATALIVA ROCA;LA PAMPA;707;LOCALIDAD CONECTADA;-37,03036667000;-64,29124722000
600;CAMPAMENTO VIALIDAD NACIONAL;LA PAMPA;2429;LOCALIDAD CONECTADA;-38,38843889000;-64,07326667000
714;CATRILO;LA PAMPA;3955;LOCALIDAD CONECTADA;-36,40792500000;-63,41604444000
926;COLONIA SANTA MARIA;LA PAMPA;289;LOCALIDAD CONECTADA;-37,49518611000;-64,22837778000
1711;LA ADELA;LA PAMPA;1904;LOCALIDAD CONECTADA;-38,97763056000;-64,10068611000
1782;LA GLORIA;LA PAMPA;46;LOCALIDAD CONECTADA;-36,50798056000;-63,74058056000
2049;LONQUIMAY;LA PAMPA;1680;LOCALIDAD CONECTADA;-36,46733611000;-63,62360000000
2142;LOVENTUE;LA PAMPA;111;LOCALIDAD CONECTADA;-36,18857778000;-65,29173611000
2145;LUAN TORO;LA PAMPA;689;LOCALIDAD CONECTADA;-36,20550833000;-65,09892222000
2524;PERU;LA PAMPA;39;LOCALIDAD CONECTADA;-37,66251111000;-64,13435000000
2650;PUELEN;LA PAMPA;357;LOCALIDAD CONECTADA;-37,34538333000;-67,62198333000
3071;SANTA ISABEL;LA PAMPA;2526;LOCALIDAD CONECTADA;-36,23287500000;-66,93588889000
3089;SANTA ROSA;LA PAMPA;102860;LOCALIDAD CONECTADA;-36,62735556000;-64,27132500000
3230;TELEN;LA PAMPA;1240;LOCALIDAD CONECTADA;-36,26516389000;-65,51265556000
3311;UNANUE;LA PAMPA;69;LOCALIDAD CONECTADA;-37,54558889000;-64,34939722000
3318;URIBURU;LA PAMPA;964;LOCALIDAD CONECTADA;-36,50879722000;-63,85863611000
3353;VICTORICA;LA PAMPA;5703;LOCALIDAD CONECTADA;-36,21543611000;-65,43306111000
3616;WINIFREDA;LA PAMPA;2222;LOCALIDAD CONECTADA;-36,23148611000;-64,23697778000
136;AIMOGASTA;LA RIOJA;12249;LOCALIDAD CONECTADA;-28,56672778000;-66,79802500000
183;ALPASINCHE;LA RIOJA;4114;LOCALIDAD CONECTADA;-28,31984167000;-67,05320000000
235;ANGULOS;LA RIOJA;127;LOCALIDAD CONECTADA;-28,65541500000;-67,65003300000
340;BAJO CARRIZAL;LA RIOJA;150;LOCALIDAD CONECTADA;-28,88879500000;-67,56364800000
602;CAMPANAS;LA RIOJA;892;LOCALIDAD CONECTADA;-28,55608400000;-67,61757300000
757;CHAMICAL;LA RIOJA;12919;LOCALIDAD CONECTADA;-30,36708333000;-66,31252778000
759;CHAÑAR;LA RIOJA;903;LOCALIDAD CONECTADA;-30,53879700000;-65,95673100000
764;CHAÑARMUYO;LA RIOJA;268;LOCALIDAD CONECTADA;-28,60652200000;-67,58575800000
780;CHEPES;LA RIOJA;11039;LOCALIDAD CONECTADA;-31,34456667000;-66,57688611000
785;CHILECITO;LA RIOJA;33724;LOCALIDAD CONECTADA;-29,16338787000;-67,49784005000
1532;GUANDACOL;LA RIOJA;2525;LOCALIDAD CONECTADA;-29,52594722000;-68,55403333000
3650;LA RIOJA EDT;LA RIOJA;199979;LOCALIDAD CONECTADA;-29,42622778000;-66,87326389000
1864;LA TORRE - EL CHIFLON;LA RIOJA;32;LOCALIDAD CONECTADA;-30,20471667000;-67,60233056000
2274;MILAGRO;LA RIOJA;3494;LOCALIDAD CONECTADA;-31,00827778000;-65,99105833000
2367;NONOGASTA;LA RIOJA;7527;LOCALIDAD CONECTADA;-29,30174500000;-67,50673300000
2500;PATQUIA;LA RIOJA;1808;LOCALIDAD CONECTADA;-30,04453611000;-66,87872222000
2565;PITUIL;LA RIOJA;849;LOCALIDAD CONECTADA;-28,57608322000;-67,44584245000
2582;POLCO;LA RIOJA;80;LOCALIDAD CONECTADA;-30,41917900000;-66,34627400000
2698;PUNTA DE LOS LLANOS;LA RIOJA;532;LOCALIDAD CONECTADA;-30,15361111000;-66,54430556000
3008;SAN NICOLAS;LA RIOJA;153;LOCALIDAD CONECTADA;-29,11793600000;-67,47329900000
3069;SANTA FLORENTINA;LA RIOJA;129;LOCALIDAD CONECTADA;-29,13061800000;-67,55575400000
3351;VICHIGASTA;LA RIOJA;3016;LOCALIDAD CONECTADA;-29,48590900000;-67,50699600000
3585;VILLA UNION;LA RIOJA;4931;LOCALIDAD CONECTADA;-29,41250000000;-62,79086667000
89;25 DE MAYO;MENDOZA;1450;LOCALIDAD CONECTADA;-34,58383333000;-68,53869444000
371;BARDAS BLANCAS;MENDOZA;66;LOCALIDAD CONECTADA;-35,86848611000;-69,80525833000
381;BARRIO ALTO DEL OLVIDO;MENDOZA;266;LOCALIDAD CONECTADA;-32,66853300000;-68,58360400000
435;BARRIO JOCOLI II;MENDOZA;163;LOCALIDAD CONECTADA;-32,65086800000;-68,66006900000
444;BARRIO LA PALMERA;MENDOZA;136;LOCALIDAD CONECTADA;-32,72149722000;-68,56055278000
445;BARRIO LA PEGA;MENDOZA;392;LOCALIDAD CONECTADA;-32,80666667000;-68,66527778000
503;BARRIO VIRGEN DEL ROSARIO;MENDOZA;211;LOCALIDAD CONECTADA;-32,70246667000;-68,31300000000
559;BOWEN;MENDOZA;4939;LOCALIDAD CONECTADA;-34,99286111000;-67,51236111000
679;CARMENSA;MENDOZA;941;LOCALIDAD CONECTADA;-35,14803889000;-67,65320556000
786;CHILECITO;MENDOZA;1033;LOCALIDAD CONECTADA;-33,88847222000;-69,06914167000
1018;COSTA DE ARAUJO;MENDOZA;2816;LOCALIDAD CONECTADA;-32,75335556000;-68,40745000000
1183;EL MANZANO;MENDOZA;1033;LOCALIDAD CONECTADA;-36,10659722000;-69,75844167000
1195;EL NIHUIL;MENDOZA;1030;LOCALIDAD CONECTADA;-35,03251205000;-68,67622192000
1245;EL SOSNEADO;MENDOZA;65;LOCALIDAD CONECTADA;-35,07950833000;-69,56686111000
1259;EL VERGEL;MENDOZA;362;LOCALIDAD CONECTADA;-32,78555556000;-68,61277778000
1339;EUGENIO BUSTOS;MENDOZA;5591;LOCALIDAD CONECTADA;-33,77418056000;-69,06002500000
1428;GENERAL ALVEAR;MENDOZA;29909;LOCALIDAD CONECTADA;-34,98127778000;-67,67274167000
1618;INGENIERO GUSTAVO ANDRE;MENDOZA;288;LOCALIDAD CONECTADA;-32,67673611000;-68,31643611000
1656;JAIME PRATS;MENDOZA;419;LOCALIDAD CONECTADA;-34,91158611000;-67,81687222000
1665;JOCOLI;MENDOZA;804;LOCALIDAD CONECTADA;-32,58131400000;-68,66529200000
1799;LA LLAVE NUEVA;MENDOZA;499;LOCALIDAD CONECTADA;-34,63834912000;-68,00339614000
1932;LAS CATITAS;MENDOZA;3621;LOCALIDAD CONECTADA;-33,30418333000;-68,04661389000
1968;LAS MALVINAS;MENDOZA;232;LOCALIDAD CONECTADA;-34,83206389000;-68,25136111000
2007;LAS VIOLETAS;MENDOZA;87;LOCALIDAD CONECTADA;-32,82000278000;-68,60543889000
2183;MALARGÜE;MENDOZA;21619;LOCALIDAD CONECTADA;-35,46592778000;-69,58894722000
2261;MENDOZA;MENDOZA;114893;LOCALIDAD CONECTADA;-32,88315278000;-68,82832500000
2307;MONTE COMAN;MENDOZA;3529;LOCALIDAD CONECTADA;-34,59046944000;-67,87996111000
2470;PARAJE COCHICO;MENDOZA;0;LOCALIDAD CONECTADA;-35,71336111000;-67,33101944000
2490;PASO DE LAS CARRETAS;MENDOZA;0;LOCALIDAD CONECTADA;-34,13103889000;-68,83275278000
4054;PASO DE LAS CARRETAS CIUDAD;MENDOZA;0;LOCALIDAD CONECTADA;-34,02432200000;-68,99654700000
2729;RAMA CAIDA;MENDOZA;850;LOCALIDAD CONECTADA;-34,70205833000;-68,36854444000
2746;RANQUIL NORTE;MENDOZA;752;LOCALIDAD CONECTADA;-36,65908056000;-69,83281389000
2753;REAL DEL PADRE;MENDOZA;3635;LOCALIDAD CONECTADA;-34,84021667000;-67,76325833000
2815;RODEO DEL MEDIO;MENDOZA;12327;LOCALIDAD CONECTADA;-32,98800568000;-68,70106526000
2865;SALTO DE LAS ROSAS;MENDOZA;1343;LOCALIDAD CONECTADA;-34,72297500000;-68,22296667000
2899;SAN CARLOS;MENDOZA;3886;LOCALIDAD CONECTADA;-33,77120000000;-69,04103889000
3025;SAN RAFAEL;MENDOZA;118009;LOCALIDAD CONECTADA;-34,63154722000;-68,34384722000
3090;SANTA ROSA;MENDOZA;7668;LOCALIDAD CONECTADA;-33,24877778000;-68,11734167000
3302;TUNUYAN;MENDOZA;28859;LOCALIDAD CONECTADA;-33,61479000000;-69,02064500000
3309;UGARTECHE;MENDOZA;4561;LOCALIDAD CONECTADA;-33,21094516000;-68,89720880000
3377;VILLA ATUEL;MENDOZA;3311;LOCALIDAD CONECTADA;-34,83365833000;-67,92318056000
3582;VILLA TULUMAYA;MENDOZA;7870;LOCALIDAD CONECTADA;-32,71966389000;-68,58938056000
81;1?? DE MAYO;MISIONES;423;LOCALIDAD CONECTADA;-27,16917000000;-55,02708700000
3759;2 DE MAYO _NUCLEO 1;MISIONES;6829;LOCALIDAD CONECTADA;-27,02166600000;-54,68764100000
3760;2 DE MAYO _NUCLEO 2;MISIONES;1122;LOCALIDAD CONECTADA;-27,02955696000;-54,66412090000
3761;2 DE MAYO _NUCLEO 3;MISIONES;776;LOCALIDAD CONECTADA;-27,01233333000;-54,60730556000
274;ARISTOBULO DEL VALLE;MISIONES;12375;LOCALIDAD CONECTADA;-27,10326667000;-54,89213333000
537;BERNARDO DE IRIGOYEN;MISIONES;6492;LOCALIDAD CONECTADA;-26,25511944000;-53,64576944000
571;CAA - YARI;MISIONES;122;LOCALIDAD CONECTADA;-27,48551200000;-55,29952100000
608;CAMPO GRANDE;MISIONES;6547;LOCALIDAD CONECTADA;-27,21424900000;-54,97539600000
613;CAMPO RAMON;MISIONES;1235;LOCALIDAD CONECTADA;-27,45770500000;-55,02258400000
615;CAMPO VIERA;MISIONES;7099;LOCALIDAD CONECTADA;-27,33061158000;-55,05184845000
4044;CANAL 5 PUERTO IGUAZU;MISIONES;0;LOCALIDAD CONECTADA;-25,60913800000;-54,57393800000
739;CERRO AZUL;MISIONES;3049;LOCALIDAD CONECTADA;-27,63339167000;-55,49644722000
942;COLONIA WANDA;MISIONES;13901;LOCALIDAD CONECTADA;-25,97164722000;-54,56123611000
947;COMANDANTE ANDRESITO;MISIONES;11482;LOCALIDAD CONECTADA;-25,67647222000;-54,04119444000
1032;CRUCE CABALLERO;MISIONES;408;LOCALIDAD CONECTADA;-26,54238889000;-53,94166667000
1492;GOBERNADOR LOPEZ;MISIONES;1010;LOCALIDAD CONECTADA;-27,66537400000;-55,21296600000
2014;LEANDRO N. ALEM;MISIONES;23339;LOCALIDAD CONECTADA;-27,60495000000;-55,32146667000
2091;LOS HELECHOS;MISIONES;344;LOCALIDAD CONECTADA;-27,55611400000;-55,07664200000
2389;OBERA;MISIONES;63960;LOCALIDAD CONECTADA;-27,50046944000;-55,10926667000
2404;OLEGARIO V. ANDRADE;MISIONES;441;LOCALIDAD CONECTADA;-27,57018730000;-55,50246352000
2466;PARAISO;MISIONES;975;LOCALIDAD CONECTADA;-26,68960267000;-54,20445177000
2555;PIÑALITO SUR;MISIONES;107;LOCALIDAD CONECTADA;-26,42727778000;-53,84386111000
2594;POSADAS;MISIONES;275028;LOCALIDAD CONECTADA;-27,43091389000;-55,89002500000
2668;PUERTO IGUAZU;MISIONES;41062;LOCALIDAD CONECTADA;-25,61106389000;-54,56454444000
2866;SALTO ENCANTADO;MISIONES;3543;LOCALIDAD CONECTADA;-27,08553889000;-54,83634444000
2879;SAN ANTONIO;MISIONES;3665;LOCALIDAD CONECTADA;-26,05528300000;-53,73630200000
2959;SAN JOSE;MISIONES;5338;LOCALIDAD CONECTADA;-27,76862770000;-55,77979160000
3014;SAN PEDRO;MISIONES;10397;LOCALIDAD CONECTADA;-26,62591667000;-54,11433333000
3038;SAN VICENTE;MISIONES;21068;LOCALIDAD CONECTADA;-26,99398333000;-54,48730000000
3255;TOBUNA;MISIONES;350;LOCALIDAD CONECTADA;-26,47107300000;-53,89094800000
284;ARROYITO;NEUQUEN;90;LOCALIDAD CONECTADA;-39,07191944000;-68,56725278000
338;BAJADA DEL AGRIO;NEUQUEN;792;LOCALIDAD CONECTADA;-38,40473333000;-70,02648611000
375;BARRANCAS;NEUQUEN;938;LOCALIDAD CONECTADA;-36,82359167000;-69,91165278000
570;BUTA RANQUIL;NEUQUEN;2443;LOCALIDAD CONECTADA;-37,05138611000;-69,87720278000
729;CENTENARIO;NEUQUEN;32928;LOCALIDAD CONECTADA;-38,83250833000;-68,12815833000
797;CHORRIACA;NEUQUEN;403;LOCALIDAD CONECTADA;-37,93418889000;-70,07102500000
798;CHOS MALAL;NEUQUEN;13092;LOCALIDAD CONECTADA;-37,36697628000;-70,26355993000
1144;EL CHOCON;NEUQUEN;426;LOCALIDAD CONECTADA;-39,26081389000;-68,82387222000
1701;JUNIN DE LOS ANDES;NEUQUEN;12621;LOCALIDAD CONECTADA;-39,94407778000;-71,08159722000
1728;LA BUITRERA;NEUQUEN;432;LOCALIDAD CONECTADA;-38,55124167000;-70,37182222000
1963;LAS LAJAS;NEUQUEN;4464;LOCALIDAD CONECTADA;-38,51986389000;-70,36410278000
2076;LOS CATUTOS;NEUQUEN;229;LOCALIDAD CONECTADA;-38,83679051000;-70,19519292000
2228;MARIANO MORENO;NEUQUEN;2205;LOCALIDAD CONECTADA;-38,75905900000;-70,03680700000
2359;NEUQUEN;NEUQUEN;231198;LOCALIDAD CONECTADA;-38,94485833000;-68,07859444000
2534;PICUN LEUFU;NEUQUEN;3144;LOCALIDAD CONECTADA;-39,51803056000;-69,29345833000
2536;PIEDRA DEL AGUILA;NEUQUEN;3669;LOCALIDAD CONECTADA;-40,04722500000;-70,07202778000
2572;PLAZA HUINCUL;NEUQUEN;13172;LOCALIDAD CONECTADA;-38,93211200000;-69,19256200000
2997;SAN MARTIN DE LOS ANDES;NEUQUEN;29354;LOCALIDAD CONECTADA;-40,15097222000;-71,32237500000
3115;SANTO TOMAS;NEUQUEN;219;LOCALIDAD CONECTADA;-39,82318900000;-70,10149100000
3148;SENILLOSA;NEUQUEN;7542;LOCALIDAD CONECTADA;-39,01334722000;-68,42318889000
3221;TAQUIMILAN;NEUQUEN;558;LOCALIDAD CONECTADA;-37,51212778000;-70,24132778000
3437;VILLA EL CHOCON;NEUQUEN;707;LOCALIDAD CONECTADA;-39,25937354000;-68,79072561000
3480;VILLA LA ANGOSTURA;NEUQUEN;11063;LOCALIDAD CONECTADA;-40,76248889000;-71,63949444000
3603;VISTA ALEGRE NORTE;NEUQUEN;895;LOCALIDAD CONECTADA;-38,73098056000;-68,17393056000
3604;VISTA ALEGRE SUR;NEUQUEN;1513;LOCALIDAD CONECTADA;-38,77162500000;-68,13476944000
3636;ZAPALA;NEUQUEN;32097;LOCALIDAD CONECTADA;-38,89735000000;-70,06682500000
122;AGUADA CECILIO;RIO NEGRO;155;LOCALIDAD CONECTADA;-40,84866944000;-65,84260556000
123;AGUADA DE GUERRA;RIO NEGRO;126;LOCALIDAD CONECTADA;-41,06897222000;-68,38026667000
370;BARDA DEL MEDIO;RIO NEGRO;1651;LOCALIDAD CONECTADA;-38,72412222000;-68,16301389000
397;BARRIO COLONIA CONESA;RIO NEGRO;129;LOCALIDAD CONECTADA;-40,15105100000;-64,35332500000
418;BARRIO EL PILAR;RIO NEGRO;521;LOCALIDAD CONECTADA;-41,17068333000;-71,33728333000
713;CATRIEL;RIO NEGRO;17584;LOCALIDAD CONECTADA;-37,88302222000;-67,80406389000
4049;CENTRO NACIONAL DE ENERGIA ATOMICA;RIO NEGRO;0;LOCALIDAD CONECTADA;-41,11833300000;-71,41444400000
824;CLEMENTE ONELLI;RIO NEGRO;114;LOCALIDAD CONECTADA;-41,24585603000;-70,03183341000
891;COLONIA JULIA Y ECHARREN;RIO NEGRO;936;LOCALIDAD CONECTADA;-39,03535278000;-64,02580278000
946;COMALLO;RIO NEGRO;1497;LOCALIDAD CONECTADA;-41,03466389000;-70,26398056000
1085;DINA HUAPI;RIO NEGRO;3469;LOCALIDAD CONECTADA;-41,07482500000;-71,16892500000
1125;EL BOLSON;RIO NEGRO;17126;LOCALIDAD CONECTADA;-41,97290556000;-71,52751667000
1171;EL FOYEL;RIO NEGRO;155;LOCALIDAD CONECTADA;-41,65309167000;-71,45965278000
1179;EL JUNCAL;RIO NEGRO;83;LOCALIDAD CONECTADA;-40,80725000000;-63,12633333000
1436;GENERAL CONESA;RIO NEGRO;5484;LOCALIDAD CONECTADA;-40,10766667000;-64,45175000000
1619;INGENIERO JACOBACCI;RIO NEGRO;6261;LOCALIDAD CONECTADA;-41,33452778000;-69,53122222000
4051;INVAP;RIO NEGRO;0;LOCALIDAD CONECTADA;-41,12490000000;-71,24166400000
1951;LAS GRUTAS;RIO NEGRO;4807;LOCALIDAD CONECTADA;-40,80043611000;-65,08338333000
2098;LOS MENUCOS;RIO NEGRO;5187;LOCALIDAD CONECTADA;-40,84488056000;-68,09294167000
2200;MAQUINCHAO;RIO NEGRO;2494;LOCALIDAD CONECTADA;-41,25723889000;-68,70060278000
2280;MINISTRO RAMOS MEXIA;RIO NEGRO;973;LOCALIDAD CONECTADA;-40,50770000000;-67,26141111000
2345;NAHUEL NIYEU;RIO NEGRO;32;LOCALIDAD CONECTADA;-40,50434000000;-66,56407000000
2546;PILCANIYEU;RIO NEGRO;757;LOCALIDAD CONECTADA;-41,12064444000;-70,71484722000
2784;RIO COLORADO;RIO NEGRO;11733;LOCALIDAD CONECTADA;-38,98327500000;-64,10394722000
2801;RIO VILLEGAS;RIO NEGRO;75;LOCALIDAD CONECTADA;-41,57824722000;-71,50090833000
2891;SAN ANTONIO OESTE;RIO NEGRO;16265;LOCALIDAD CONECTADA;-40,72936667000;-64,95979444000
2901;SAN CARLOS DE BARILOCHE;RIO NEGRO;109305;LOCALIDAD CONECTADA;-41,13321389000;-71,27710000000
2948;SAN JAVIER;RIO NEGRO;530;LOCALIDAD CONECTADA;-40,75176944000;-63,26638611000
3127;SARGENTO VIDAL;RIO NEGRO;814;LOCALIDAD CONECTADA;-38,68420833000;-68,15688333000
3154;SIERRA COLORADA;RIO NEGRO;1542;LOCALIDAD CONECTADA;-40,58708333000;-67,75604444000
3326;VALCHETA;RIO NEGRO;3867;LOCALIDAD CONECTADA;-40,68385278000;-66,16168056000
3356;VIEDMA;RIO NEGRO;52789;LOCALIDAD CONECTADA;-40,82182222000;-63,02243889000
3389;VILLA CAMPANARIO;RIO NEGRO;828;LOCALIDAD CONECTADA;-41,10128333000;-71,45217500000
3396;VILLA CATEDRAL;RIO NEGRO;88;LOCALIDAD CONECTADA;-41,16661389000;-71,43797500000
3498;VILLA LLAO LLAO;RIO NEGRO;777;LOCALIDAD CONECTADA;-41,05229167000;-71,52444722000
3501;VILLA LOS COIHUES;RIO NEGRO;1919;LOCALIDAD CONECTADA;-41,15344444000;-71,40831944000
3557;VILLA SAN ISIDRO;RIO NEGRO;607;LOCALIDAD CONECTADA;-38,70630270000;-68,17170830000
127;AGUARAY;SALTA;10410;LOCALIDAD CONECTADA;-22,23920168000;-63,72743385000
128;AGUAS BLANCAS;SALTA;2395;LOCALIDAD CONECTADA;-22,73420833000;-64,35390833000
228;ANGASTACO;SALTA;823;LOCALIDAD CONECTADA;-25,69287500000;-66,16695278000
238;ANIMANA;SALTA;1276;LOCALIDAD CONECTADA;-25,96729400000;-65,94744200000
463;BARRIO MARTINEZ SARAVIA;SALTA;13774;LOCALIDAD CONECTADA;-22,57591111000;-63,80631667000
580;CACHI;SALTA;2616;LOCALIDAD CONECTADA;-25,12087222000;-66,15459444000
584;CAFAYATE;SALTA;13698;LOCALIDAD CONECTADA;-26,07250000000;-65,98448889000
599;CAMPAMENTO VESPUCIO;SALTA;1531;LOCALIDAD CONECTADA;-22,58495278000;-63,85387778000
603;CAMPICHUELO;SALTA;340;LOCALIDAD CONECTADA;-23,10823056000;-63,99715000000
